restaurante_name,user_name,review_date,stars,comment_text,year,platform,language,comment_text_translated
dom,Rochelle Rodrigues,um mês atrás no Google,1,Meal type:  Other    Food:  5    Service:  5    Atmosphere:  5,Unknown,Google,en,tipo de refeição : other
dom,Anna Henschel,um mês atrás no Google,1,"We had  a larger group in the private room, which is always a different  experience, so I can’t account for the meal served in the main dining  room. Service was attentive but mixed, with some missing courses or  their components and inconsistency throughout. The food was good, but  not at all what I would expect from two Michelin stars. There were 1-2  memorable courses and a number that were either “okay” or had some  components we liked. The pairings were nice, desert did not impress. I  was glad to try the menu but wouldn’t return. The two pictures dishes  were both standout, however.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  4    Service:  4    Atmosphere:  3    Recommended dishes:  Shrimp Dish",Unknown,Google,en,"tivemo um grupo maior na sala privada , o que é sempr uma experiência diferent , por isso não posso explicar a refeição servida na sala de jantar principal.o serviço foi atencioso , ma misturado , com algun curso ausent ou seu component e inconsistência o tempo todo.a comida era boa , ma nem o que eu esperaria de dua estrela michelin.havia 1-2 curso memorávei e um número que era `` ok '' ou tinha algun component que gostávamos.o pare eram agradávei , o deserto não impressionou.fiquei feliz em experimentar o menu , ma não voltaria.o prato de dua foto estavam de destaqu , no entanto . serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+ prato recomendado : prato de camarão"
dom,Mychelle Machado,um mês atrás no Google,1,"Excellent, I will come back again   Food:  5    Service:  5    Atmosphere:  5",Unknown,Google,en,"excelent , voltarei novament"
dom,Marcio Almeida,um mês atrás no Google,1,Very good Connect top   Food:  5    Service:  5    Atmosphere:  5,Unknown,Google,en,muito bom connect top
dom,Genilson Oliveira,um mês atrás no Google,1,"Restaurant that is a masterpiece  of our country. Its chef, Alex Atala, is committed to his audience and  knows his real importance both for his peers, as an anchor, and for the  perfect harmonization of his dishes and flavors. Let us not forget its  importance for our country in terms of being seen by the world as a  viable gastronomic country. This is what was created, but not only  created, but also maintained by this restaurant, which lives up to its  name, D.O.M. I hope this lasts forever, and that we all continue to gain  and recognize this importance to our country and with gratitude.",Unknown,Google,en,"restaurant que é uma obra -prima do nosso país.seu chef , alex atala , está comprometido com seu público e conhec sua verdadeira importância tanto para seu colega quanto como âncora e para a perfeita harmonização de seu prato e sabores.não esqueçamo sua importância para o nosso paí em termo de ser visto pelo mundo como um paí gastronômico viável.foi o que foi criado , ma não apena criado , ma também mantido por est restaurant , que faz ju ao seu nome , d.o.m.espero que isso dure para sempr , e que todo continuemo a ganhar e reconhec essa importância ao nosso paí e com gratidão ."
dom,Rita Rodrigues,um mês atrás no Google,1,One of the best restaurants I've ever been to. It was an AMAZING experience and I will be back again without a doubt.   Food:  5    Service:  5    Atmosphere:  5,Unknown,Google,en,um do melhor restaurant que já estive.foi uma experiência incrível e voltarei sem dúvida .
dom,Henrique Maia,um mês atrás no Google,1,Magnificent food. I had a delicious lamb stinko with good wine.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Pirarucu Com Açaí E Pimenta de Cheiro,Unknown,Google,en,comida magnífica.eu tinha um delicioso fedor de cordeiro com bom vinho . serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+ prato recomendado : pilarucu com açaí e pimenta de cheiro
dom,Josiana Martins de Souza Ribeiro,um mês atrás no Google,1,"Service:  Dine in    Meal type:  Lunch    Price per person:  R$140–160    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Manioc Farofa With Mullet Bottarga Puffed Manioc, Hollandaise de Tucupi",Unknown,Google,en,"serviço : jant no tipo de refeição : almoço preço por pessoa : r $ 140–160 prato recomendado : manioc farofa com mullet bottarga pufe manioc , hollandais de tucupi"
dom,Antônio Davilas,um mês atrás no Google,1,I like the place. But sometimes there are dishes that are difficult for an Italian to taste.   Price per person:  R$200+    Food:  3    Service:  4    Atmosphere:  4,Unknown,Google,en,eu gosto do lugar.ma às veze existem prato difícei para um italiano provar . preço por pessoa : r $ 200+
dom,Brenda Villas Boas Chaves,um mês atrás no Google,1,Meal type:  Dinner    Food:  5    Service:  5    Atmosphere:  5,Unknown,Google,en,tipo de refeição : jantar
dom,Troll Hack,um mês atrás no Google,1,"Comfortable place, amazing service   Service:  Dine in    Food:  5    Service:  5    Atmosphere:  5",Unknown,Google,en,"lugar confortável , serviço incrível de serviço : jant em"
dom,Alessandro Teles,um mês atrás no Google,1,Great !!!,Unknown,Google,en,ótimo ! ! !
dom,Rose Ribeiro,um mês atrás no Google,1,Great quality!!   Service:  Dine in    Meal type:  Lunch    Price per person:  R$40–60    Food:  5    Service:  5    Atmosphere:  5,Unknown,Google,en,otima qualidad ! ! serviço : jant no tipo de refeição : almoço preço por pessoa : r $ 40–60
dom,Marquinhos Souza,2 meses atrás no Google,1,Pasta,2024,Google,tl,massa
dom,Thomas Shin,2 meses atrás no Google,1,"Definitely  an immersion of flavors and a journey through Brazil with each dish.  All surprising! We went in not knowing what to expect and left happy  with the experience we had! And a special mention for the best coffee we  had on this trip! Our recommendation is to always go with the caviar! A  special thanks to chef Alex Atala who spoiled us with more cheese  candies at the end, and was very attentive to us throughout the night.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"definitivament , uma imersão de sabor e uma viagem pelo brasil a cada prato . tudo surpreendent ! fomo para não saber o que esperar e deixamo feliz com a experiência que tivemo ! e uma menção especi para o melhor café que tomamo nesta viagem ! nossa recomendação é sempr ir com o caviar ! um agradecimento especi ao chef alex atala , que no estrag com mai doce de queijo no final e ficou muito atento a nó a noit toda . serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+ alimento"
dom,Luiz Niemeyer,2 meses atrás no Google,1,"One of the most fascinating experiences I've had. Wonderful atmosphere, all the staff were super attentive, congratulations!!!!   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"uma da experiência mai fascinant que já tive.atmosfera maravilhosa , todo os funcionário eram super atento , parabén ! ! ! !"
dom,Bora Toma uma,2 meses atrás no Google,1,"I had trauma because my silver camel couldn't get through the door, terrible score0   Food:  1",2024,Google,en,"eu tinha trauma porqu meu camelo prateado não conseguia passar pela porta , terrível pontuação0"
dom,Colin,2 meses atrás no Google,1,"Probably  one of the worse dining experiences I have ever had. Some of the  waiters here were horrid. Especially one waiter who insulted me and  pointed his finger near my face and another 2 waiters on different  occasions mixed my sparkling water with still and yet still charged me  an extra bottle based on their mistake? 2 Michelin stars? How did you  even achieve that? Through bribery? Food was not outstanding, I actually  did not eat some of the dishes. I don’t think this presents Brazilian  cuisines very well and that steak was a bit dry, thank god the sauce  smothering it was decent. The ending coffee was good. Save your money  and go somewhere else. Or at least leave the tasting menu alone.   Recommended dishes:  Souffle",2024,Google,en,"provavelment uma da pior experiência gastronômica que já tive.algun do garçon aqui eram horríveis.especialment um garçom que me insult e apont o dedo perto do meu rosto e outro doi garçon em diferent ocasiõ misturavam minha água com gá com ainda e ainda assim me cobraram uma garrafa extra com base no erro dele ? 2 estrela michelin ? como você conseguiu isso ? atravé de suborno ? a comida não era excelent , na verdad , eu não comi algun do pratos.eu não acho que isso apresent muito bem a culinária brasileira e que o bife foi um pouco seco , graça a deu o molho sufocando era decente.o café final foi bom.econom seu dinheiro e vá para outro lugar. pelo meno deix o menu de degustação em paz . prato recomendado : suflê"
dom,jefim Jota,2 meses atrás no Google,1,Very good   Service:  Delivery    Meal type:  Lunch    Price per person:  R$20–40    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Manioc Farofa With Mullet Bottarga Puffed Manioc,2024,Google,en,muito bom serviço : entrega tipo de refeição : almoço preço por pessoa : r $ 20–40 prato recomendado : manioc farofa com mullet bottarga manioc inchado
dom,elisama almeida,2 meses atrás no Google,1,"Incredible experience, great service, pleasant atmosphere and the meal is simply spectacular!   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"experiência incrível , ótimo serviço , atmosfera agradável e a refeição é simplesment espetacular !"
dom,Rosani Hubner,2 meses atrás no Google,1,Excellent in everything. I loved.,2024,Google,en,excelent em tudo.eu amei .
dom,Rafael Alfieri,2 meses atrás no Google,1,"Very good, pleasant atmosphere, I recommend it...   Service:  Dine in    Meal type:  Dinner    Price per person:  R$140–160    Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"muito bom , atmosfera agradável , eu recomendo ... serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 140–160"
dom,Ramon Douglas,2 meses atrás no Google,1,Excellent cuisine!   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,excelent cozinha !
dom,Mariana Medeiros,2 meses atrás no Google,1,Wonderful place    Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,lugar maravilhoso
dom,GMA SEGURANÇA ELETRONICA,2 meses atrás no Google,1,"Very good, I recommend   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"muito bom , recomendo"
dom,Aaron Miller,2 meses atrás no Google,1,"Exquisite  and intimate restaurant offering the finest of food and service. We  chose the tasting menu which offered 12 courses. They do offer a  vegetarian option. Each course was served with a description of what we  were eating and what part of Brazil it came from. If you’re looking for a  food and dining experience you won’t forget, I highly recommend D.O.M.   Service:  Dine in    Meal type:  Lunch    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"restaurant requintado e íntimo , oferecendo o melhor alimento e serviço.escolhemo o menu de degustação que ofereceu 12 cursos.el oferecem uma opção vegetariana.cada curso foi servido com uma descrição do que estávamo comendo e de que part do brasil veio.s você está procurando uma experiência de comida e jantar que não esquecerá , eu recomendo d.o.m . serviço : jant no tipo de refeição : almoço preço por pessoa : r $ 200+"
dom,Mauricio Machado,2 meses atrás no Google,1,"Perfect  in every way. Vegetarian options: I'm not vegetarian. Therefore, I  cannot give an opinion. Dietary restrictions: Those who have  restrictions should take precautions. Parking: You just need to know how  to maneuver. Kid-friendliness: Yes. Wheelchair accessibility: Yes.   Service:  Dine in    Meal type:  Lunch    Price per person:  R$80–100    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Manioc Farofa With Mullet Bottarga Puffed Manioc    Parking space:  Plenty of parking    Parking options:  Free parking lot",2024,Google,en,"perfeito em todo os sentidos.opçõ vegetariana : não sou vegetariano.portanto , não posso dar uma opinião.restriçõ alimentar : aquel que têm restriçõ devem tomar precauções.estacionamento : você só precisa saber como manobrar.confriendlessidad infantil : sim.acessibilidad para cadeira de roda : sim . serviço : jant no tipo de refeição : almoço preço por pessoa : r $ 80–100 prato recomendado : manioc farofa com mullet bottarga bufe manioc space : muita opçõ de estacionamento : estacionamento gratuito"
dom,Guilherme Almeida,2 meses atrás no Google,1,Very nice restaurant!,2024,Google,fr,restaurant muito bom !
dom,Thiago.silva Silva,2 meses atrás no Google,1,"Spacious, complete, clean and organized place. Differentiated service, trained professionals   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"local espaçoso , completo , limpo e organizado.serviço diferenciado , profissionai treinado"
dom,Dany Gomes,2 meses atrás no Google,1,"Perfect food, best service and perfect price.   Service:  Dine in    Meal type:  Lunch    Price per person:  R$100–120    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Manioc Farofa With Mullet Bottarga Puffed Manioc, Moqueca de Pirarucú",2024,Google,en,"comida perfeita , melhor serviço e preço perfeito . serviço : jant no tipo de refeição : preço do almoço por pessoa : r $ 100–120 atmosfera praio recomendado : manioc farofa com mullet bottarga pufe manioc , moqueca de perarucú"
dom,Celina LΛⴕ MOZÃO,2 meses atrás no Google,1,All wonderful! I loved   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,tudo maravilhoso ! adorei
dom,Carlos Junior,2 meses atrás no Google,1,Service:  Dine in    Meal type:  Lunch    Price per person:  R$80–100    Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,serviço : jant no tipo de refeição : preço do almoço por pessoa : r $ 80–100
dom,Alison Pimentel,2 meses atrás no Google,1,Very nice place and helpful waiters.   Service:  Dine in    Meal type:  Lunch    Price per person:  R$100–120    Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,lugar muito bom e garçon útei . serviço : jant no tipo de refeição : preço do almoço por pessoa : r $ 100-120
dom,Fabricio Silva,2 meses atrás no Google,1,Everything very top   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,tudo muito important
dom,Kira Miyatake,2 meses atrás no Google,1,"As a  couple from the US, we were glad that this restaurant had many waiters  that spoke English. We were seated in a great area, but it was very loud  with the AC. Towards the end of the night, it is like they realized and  turned off that annoying AC. The food was very unique, but personally  my taste was not quite it until the desserts! My partner really enjoyed  every meal. The cutlery exchange was odd, but it wasn’t terribly bad. My  water cup did get empty 3 times, and I was becoming thirsty or even in  need of water due to the taste of the entree. I wish they would be able  to realize the refill of water, as we did have 3-4 waiters look in the  direction or even delivered a new meal to us and didn’t add water to our  cups. Overall, it’s nice, but would not return.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  4    Service:  4    Atmosphere:  3    Recommended dishes:  Fish",2024,Google,en,"como um casal do eua , ficamo feliz por est restaurant ter muito garçon que falavam inglês.estávamo sentado em uma ótima área , ma estava muito alto com o ac.no final da noit , é como se ele percebessem e desligassem o ac irritante.a comida era muito única , ma pessoalment meu gosto não era exatament até as sobremesa ! meu parceiro realment gostou de toda as refeições.a troca de talher foi estranha , ma não foi muito ruim.meu copo de água ficou vazio 3 veze e eu estava ficando com sede ou mesmo precisando de água devido ao sabor da entrada.eu gostaria que ele pudessem perceb o reabastecimento da água , poi tivemo 3-4 garçon olhando na direção ou até entregamo uma nova refeição para nó e não adicionaram água às nossa xícaras.no geral , é bom , ma não voltaria . serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+ prato recomendado : peix"
dom,Yusuke Kuriki,2 meses atrás no Google,1,Beautifully  deconstructed Brazilian/Amazonian food. Wine pairing introducing us to a  breadth of Brazilian and French wine. First floor and second floor have  different interior. The first floor may be more suited for the complete  DOM experience.   Food:  5    Service:  4    Atmosphere:  4,2024,Google,en,lindament desconstruída comida brasileira/amazônica.emparelhamento de vinho no apresentando uma amplitud de vinho brasileiro e francês.o primeiro andar e o segundo andar têm interior diferentes.o primeiro andar pode ser mai adequado para a experiência completa do dom .
dom,Krupa “Kruppy91”,2 meses atrás no Google,1,"We  visited D.O.M last night and we were disappointed with the experience. I  emailed them to reconfirm vegetarian menu and I did not receive a  response. We hoped that based on the reservation page it seems it would  be available. Upon arrival, we were offered an ant as vegetarians as a  welcome dish. We declined and said we are vegetarians. the waiter asked  us so you won’t try it? No, because we are vegetarian. They did not  notice this on the booking and I feel they should have known and  reconfirmed upon arrival. Upon the first dish, they presented fish eggs  to us and we had to say something. I feel for a 2 Michelin star  restaurant this is sloppy. It did not give me the confidence that the  remainder of the meal would be vegetarian. We were not presented a menu  upfront which I think would be better because a lot of the ingredients  are unknown and it can be hard to understand. Fortunately the rest of  the dishes did not have meat/fish/chicken. However the food was very  acidic, many of the dishes I did not finish and sent back. I have been  to many Michelin star restaurants and this was probably the worst one I  have been to as a vegetarian. I am sure the meat tasting menu is  outstanding. However the dishes we were served were not balanced,  confusing and not clear what the star of the dish was. It did not have  cohesiveness across the tasting menu. The desserts were not sweet. The  white mold was so sweet, I could not eat this at all and it was meant to  be a palette cleanser. The portions are very big for 12 courses. The  waiting staff were attentive and the wine pairings were great. However I  do have to admit, the cutlery changes were really odd. Sometimes we  were given a knife, fork and spoon and it is a soup. I think this is  something to consider for a fine dining experience. We did raise our  concerns and they did offer a discount(this was not the intention to  achieve) however we felt it was important to pass the feedback on. The  atmosphere was bizarre, very quiet. There was music but it was so quiet  you couldn’t hear it. In addition the a/c was so loud, it was a massive  distraction. We visited on our 1 year anniversary which I also mentioned  upon booking and they did not recognise this either. If you don’t read  the comments from the booking system, don’t provide an option. I would  not return here any time soon as a vegetarian.   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  1    Service:  5    Atmosphere:  2    Vegetarian options:  Vegetarian tasting menu",2024,Google,en,"visitamo d.o.m ontem à noit e ficamo decepcionado com a experiência.enviei -o por e -mail para reconfirmar o menu vegetariano e não recebi uma resposta.esperávamo que , com base na página de reserva , parec que estaria disponível.na chegada , no ofereceram uma formiga como vegetariano como um prato de boa -vindas.recusamo e dissemo que somo vegetarianos.o garçom no pergunt para que você não tent ? não , porqu somo vegetarianos.el não notaram isso na reserva e sinto que deveriam ter conhecido e reconfirmado na chegada.no primeiro prato , ele apresentaram ovo de peix para nó e tivemo que dizer algo.sinto por um restaurant 2 michelin star , isso é desleixado.não me deu a confiança de que o restant da refeição seria vegetariano.não recebemo um menu adiantado que eu acho que seria melhor porqu muito do ingredient são desconhecido e pode ser difícil de entender.felizment , o resto do prato não tinha carne/peixe/frango.no entanto , a comida era muito ácida , muito do prato que eu não terminei e enviei de volta.est em muito restaurant da michelin star e est foi provavelment o pior que já estiv como vegetariano.tenho certeza de que o menu de degustação de carn é excelente.no entanto , os prato que fomo servido não eram equilibrado , confuso e não claro qual era a estrela do prato.não tinha coesão no menu de degustação.a sobremesa não eram doces.o mold branco era tão doce que eu não conseguia comer isso e era para ser um limpador de paleta.a porçõ são muito grand para 12 cursos.a equip de espera estava atenciosa e os pare de vinho foram ótimos.no entanto , eu tenho que admitir , as mudança de talher foram realment estranhas.à veze , recebemo uma faca , garfo e colher e é uma sopa.eu acho que isso é algo a considerar para uma boa experiência gastronômica.aumentamo nossa preocupaçõ e ele ofereceram um desconto ( essa não era a intenção de alcançar ) , no entanto , sentimo que era important passar o feedback.a atmosfera era bizarra , muito silenciosa.havia música , ma estava tão quieto que você não conseguia ouvir.além disso , o a/c era tão alto que era uma distração enorme.visitamo em nosso aniversário de 1 ano que também mencionei apó a reserva e ele também não reconheceram isso.s você não ler os comentário do sistema de reserva , não forneça uma opção.eu não voltaria aqui em breve como vegetariano . serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+ opçõ vegetariana : menu de degustação vegetariana"
dom,Ana Oliveira,2 meses atrás no Google,1,"The most amazing meal and service! I was a bit disappointed by the desserts, but all else was delicious and perfect   Service:  Dine in    Meal type:  Dinner    Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5    Recommended dishes:  Shrimp Dish, Fermented Pineapple, Ride with Okra, Fish, Crispbread, Cashew Texture",2024,Google,en,"a refeição e serviço mai incrívei ! fiquei um pouco decepcionado com as sobremesa , ma tudo o mai estava delicioso e perfeito serviço : jant no tipo de refeição : preço do jantar por pessoa : r $ 200+ prato recomendado : prato de camarão , abacaxi fermentado , passeiocom quiabo , peix , pão têni , textura de caju"
dom,ana maria,2 meses atrás no Google,1,"I always wanted to visit d.o.m, great place I loved it   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"eu sempr qui visitar d.o.m , ótimo lugar , adorei"
dom,LUCAS Teodoro333,2 meses atrás no Google,1,Great service Excellent place   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,ótimo serviço excelent lugar
dom,Raphaelly Santini,2 meses atrás no Google,1,"Don't go to this website or the  restaurant, they said they would give me 10 reais per review, they were  lying, all of this, they asked for my CPF, my name, I ran from that",2024,Google,en,"não vá a est site ou ao restaurant , ele disseram que me dariam 10 reai por revisão , ele estavam mentindo , tudo isso , ele pediram meu cpf , meu nome , eu corri daquel"
dom,Joice Sacramento,2 meses atrás no Google,1,Very good!   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,muito bom !
dom,Taize,2 meses atrás no Google,1,"Volhedot great atmosphere, service and excellent meal   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"volhedot great atmosfera , serviço e excelent refeição"
dom,Clairton Costa,3 meses atrás no Google,1,Excellent service and very good food.   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,excelent serviço e comida muito boa .
dom,Lucas Augusto Santos,3 meses atrás no Google,1,Excellent experience I recommend it to everyone   Service:  Dine in    Meal type:  Dinner    Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,"excelent experiência , recomendo a todo o serviço : jant no tipo de refeição : jantar"
dom,Um Irmão e Uma Irmã,3 meses atrás no Google,1,"Very good experience, I recommend it, great food, good service, nice atmosphere good for your family    Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"experiência muito boa , eu recomendo , boa comida , bom serviço , atmosfera agradável para sua família"
dom,Felipe Jesus,3 meses atrás no Google,1,"Great food, quality food, perfect service, I highly recommend it.   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"ótima comida , comida de qualidad , serviço perfeito , eu recomendo ."
dom,THIARLES SILVA,3 meses atrás no Google,1,Very top ambiance.   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,muito ambient .
dom,Renato Silva,3 meses atrás no Google,1,Excellent place,2024,Google,ca,excelent lugar
dom,Wanderson Oliveira,3 meses atrás no Google,1,"Very good, it was an incredible experience    Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"muito bom , foi uma experiência incrível"
dom,julia thayza,3 meses atrás no Google,1,"Amazing, very good I loved it I will definitely come back more often   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"incrível , muito bom , eu amei , definitivament voltarei com mai frequência"
dom,Satoe S.,3 meses atrás no Yelp,1,"What an experience!!! It is very  inconspicuous outside. We got out of the Uber and a nicely dressed man  said ""are you here for D.O.M? Right this way"". So cool! Before I get  into the experience: if you're thinking of going, make sure you watch  the Chef's Table episode. Season 2 episode 2. So hype. The inside is  dark, warmly lit, very high ceilings. It's quiet with some low murmuring  of conversations. We also did the wine pairing and the additional  caviar because why not! They give you a menu after the meal so you don't  have to furiously write everything down like I was doing. The portions  are small but there are so many courses and some are really decadent so  by the end you'll be full. The ant is very lemongrass and gingery which  was really interesting. The hollandaise egg yolk was super rich and  creamy. The caviar that came out in a smoky plate was very cool. Bring  people you can talk about this with because it is nice to be able to  comment as you eat elevated Brazilian food.",2024,Yelp,en,"que experiência ! ! ! é muito discreto lá fora.saímo do uber e um homem bem vestido diss : `` você está aqui para d.o.m ? certo assim '' .tão legal ! ant de entrar na experiência : se você está pensando em ir , não deix de assistir ao episódio da mesa do chef.temporada 2 episódio 2 . então hype.o interior é escuro , calorosament iluminado , teto muito altos.é silencioso com um pouco de murmúrio de conversas.também fizemo o emparelhamento de vinho e o caviar adicion , porqu por que não ! ele lhe dão um menu apó a refeição para que você não precis escrev tudo como eu estava fazendo.a porçõ são pequena , ma existem tanto curso e algun são realment decadent , então , no final , você estará cheio.a formiga é muito capim e gingu , o que foi realment interessante.a gema de ovo holandesa era super rica e cremosa.o caviar que saiu em um prato esfumaçado era muito legal.traga pessoa com quem você possa falar sobr isso , porqu é bom poder comentar enquanto você come comida brasileira elevada ."
dom,So Diversão,3 meses atrás no Google,1,"I highly recommend it, the food is incredible",2024,Google,en,"eu recomendo , a comida é incrível"
dom,Michael Crystian,3 meses atrás no Google,1,An excellent space to enjoy with the whole family!   Food:  5,2024,Google,en,um excelent espaço para desfrutar com toda a família !
dom,Junior Lindouro,3 meses atrás no Google,1,Top place. Great experience.,2024,Google,en,lugar superior.ótima experiência .
dom,Eduardo Gaudencio Schroeder DUKE,3 meses atrás no Google,1,An excellent gastronomic experience!   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,uma excelent experiência gastronômica !
dom,michel washington,3 meses atrás no Google,1,"Excellent service, I highly recommend   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"excelent serviço , eu recomendo"
dom,Joao Henrique,3 meses atrás no Google,1,Excellent gastronomy   Service:  Delivery    Meal type:  Lunch    Price per person:  R$200+    Recommended dishes:  Cassava Bread,2024,Google,en,excelent serviço de gastronomia : entrega tipo de refeição : almoço preço por pessoa : r $ 200+ prato recomendado : pão de mandioca
dom,Ronaldo Da Silva,3 meses atrás no Google,1,Very good ball show   Meal type:  Dinner    Price per person:  R$20–40    Recommended dishes:  Pirarucu Salgado E Pil-pil Com Tapenade de Açaí    Parking space:  Somewhat difficult to find parking    Parking options:  Free parking garage,2024,Google,en,muito bom show de bola tipo de refeição : jantar preço por pessoa : r $ 20-40 prato recomendado : pilarucu salgado e pil-pil com tapenad de açaí espaço de estacionamento : um pouco difícil de encontrar opçõ de estacionamento : garagem gráti garagem
dom,Jenniffer Gloria,3 meses atrás no Google,1,"There are no words for the  service, their gastronomic food is all of quality... I personally had  food that I never imagined eating and I ended up eating it for the first  time and I want to eat it more often",2024,Google,en,"não há palavra para o serviço , sua comida gastronômica é toda de qualidad ... eu pessoalment tinha comida que nunca imaginei comer e acabei comendo pela primeira vez e quero comer com mai frequência"
dom,INALDO RODRIGUES,3 meses atrás no Google,1,"Cozy place, very good food.   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"lugar aconchegant , comida muito boa ."
dom,Vitória Stival,3 meses atrás no Google,1,Service:  Dine in    Meal type:  Lunch    Price per person:  R$140–160    Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,serviço : jant no tipo de refeição : preço do almoço por pessoa : r $ 140–160
dom,Fabio Cavalheiro,3 meses atrás no Google,1,Excelent reception! I'll be back more often!,2024,Google,en,recepção excelent ! volto com mai frequência !
dom,Ronildo Soaresbarbosa,3 meses atrás no Google,1,Everything great perfect   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,everyth great perfect
dom,Oanh,4 meses atrás no Google,1,"Located in a discreet spot,  finding the entrance at night was a bit of a challenge, but once inside,  D.O.M. delivered an amazing dining experience. The service was  excellent, with a comfortable and unpretentious vibe. Every dish was  executed to perfection, and so was the wine pairing. We thoroughly  enjoyed our meal.",2024,Google,en,"localizado em um ponto discreto , encontrar a entrada à noit era um desafio , ma uma vez lá dentro , d.o.m.entreg uma incrível experiência gastronômica.o serviço foi excelent , com uma vibração confortável e despretensiosa.todo prato foi executado com perfeição , assim como o emparelhamento de vinho.nó gostamo muito da nossa refeição ."
dom,Diana Winther,4 meses atrás no Google,1,"Best restaurant I have been in my life, amazing food, friendly staff. Definitely worth going there   Price per person:  R$200+    Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"melhor restaurant que estiv na minha vida , comida incrível , funcionário amigáveis.definitivament vale a pena ir para lá preço por pessoa : r $ 200+"
dom,Naldo Goncalves,4 meses atrás no Google,1,Very cozy place   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,lugar muito aconchegant
dom,Eryck Rodrigues,4 meses atrás no Google,1,"Wonderful food, family atmosphere, ideal place to relax.   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"comida maravilhosa , atmosfera familiar , lugar ideal para relaxar ."
dom,Roseane Maria,4 meses atrás no Google,1,"Very good place, highly recommended   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"lugar muito bom , alimento altament recomendado"
dom,Americo Júnior,4 meses atrás no Google,1,I recommend. Excellent menu and services.,2024,Google,fr,eu recomendo.excelent menu e serviço .
dom,Nathielly Medeiros,4 meses atrás no Google,1,Perfect   Meal type:  Lunch    Price per person:  R$1–20    Food:  5    Service:  4    Atmosphere:  4,2024,Google,en,refeição perfeita tipo : almoço preço por pessoa : r $ 1–20
dom,Atos Oliveira,4 meses atrás no Google,1,Very cool very good   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,comida muito legal muito legal
dom,Taty Cruz,4 meses atrás no Google,1,"I loved the environment, I'm delighted!   Food:  5    Service:  5    Atmosphere:  5",2024,Google,en,"eu amei o meio ambient , estou encantado !"
dom,Freenet jplima,4 meses atrás no Google,1,Very beautiful and refined.,2024,Google,en,muito bonito e refinado .
dom,Wellington Alves,4 meses atrás no Google,1,Excellent restaurant....   Food:  5    Service:  5    Atmosphere:  5,2024,Google,en,excelent restaurant ....
dom,Mauricio Carlos Dalmedico,4 meses atrás no Google,1,Great restaurant,2024,Google,ca,ótimo restaurant
